FromYear,ToYear,County,From_Class,To_Class,Acres,Hectares
2012,2014,Alameda,P_Farmland,P_Farmland,NA,NA
2012,2014,Alameda,P_Farmland,SI_Farmland,0,0
2012,2014,Alameda,P_Farmland,U_Farmland,1,0.202343
2012,2014,Alameda,P_Farmland,LI_Farmland,0,0
2012,2014,Alameda,P_Farmland,Total_Farmland,1,0.202343
2012,2014,Alameda,P_Farmland,Grazing,322,65.154446
2012,2014,Alameda,P_Farmland,Total_Agriculture,323,65.35678899999999
2012,2014,Alameda,P_Farmland,Urban,2,0.404686
2012,2014,Alameda,P_Farmland,Other,30,6.07029
2012,2014,Alameda,P_Farmland,Water,0,0
2012,2014,Alameda,P_Farmland,Total,355,71.831765
2012,2014,Alameda,SI_Farmland,P_Farmland,1,0.202343
2012,2014,Alameda,SI_Farmland,SI_Farmland,NA,NA
2012,2014,Alameda,SI_Farmland,U_Farmland,0,0
2012,2014,Alameda,SI_Farmland,LI_Farmland,0,0
2012,2014,Alameda,SI_Farmland,Total_Farmland,1,0.202343
2012,2014,Alameda,SI_Farmland,Grazing,44,8.903092
2012,2014,Alameda,SI_Farmland,Total_Agriculture,45,9.105435
2012,2014,Alameda,SI_Farmland,Urban,5,1.011715
2012,2014,Alameda,SI_Farmland,Other,57,11.533551
2012,2014,Alameda,SI_Farmland,Water,0,0
2012,2014,Alameda,SI_Farmland,Total,107,21.650700999999998
2012,2014,Alameda,U_Farmland,P_Farmland,1,0.202343
2012,2014,Alameda,U_Farmland,SI_Farmland,1,0.202343
2012,2014,Alameda,U_Farmland,U_Farmland,NA,NA
2012,2014,Alameda,U_Farmland,LI_Farmland,0,0
2012,2014,Alameda,U_Farmland,Total_Farmland,2,0.404686
2012,2014,Alameda,U_Farmland,Grazing,136,27.518648
2012,2014,Alameda,U_Farmland,Total_Agriculture,138,27.923334
2012,2014,Alameda,U_Farmland,Urban,7,1.416401
2012,2014,Alameda,U_Farmland,Other,40,8.09372
2012,2014,Alameda,U_Farmland,Water,0,0
2012,2014,Alameda,U_Farmland,Total,185,37.433455
2012,2014,Alameda,LI_Farmland,P_Farmland,0,0
2012,2014,Alameda,LI_Farmland,SI_Farmland,0,0
2012,2014,Alameda,LI_Farmland,U_Farmland,0,0
2012,2014,Alameda,LI_Farmland,LI_Farmland,NA,NA
2012,2014,Alameda,LI_Farmland,Total_Farmland,0,0
2012,2014,Alameda,LI_Farmland,Grazing,0,0
2012,2014,Alameda,LI_Farmland,Total_Agriculture,0,0
2012,2014,Alameda,LI_Farmland,Urban,0,0
2012,2014,Alameda,LI_Farmland,Other,0,0
2012,2014,Alameda,LI_Farmland,Water,0,0
2012,2014,Alameda,LI_Farmland,Total,0,0
2012,2014,Alameda,Total_Farmland,P_Farmland,2,0.404686
2012,2014,Alameda,Total_Farmland,SI_Farmland,1,0.202343
2012,2014,Alameda,Total_Farmland,U_Farmland,1,0.202343
2012,2014,Alameda,Total_Farmland,LI_Farmland,0,0
2012,2014,Alameda,Total_Farmland,Total_Farmland,4,0.809372
2012,2014,Alameda,Total_Farmland,Grazing,502,101.57618599999999
2012,2014,Alameda,Total_Farmland,Total_Agriculture,506,102.385558
2012,2014,Alameda,Total_Farmland,Urban,14,2.832802
2012,2014,Alameda,Total_Farmland,Other,127,25.697561
2012,2014,Alameda,Total_Farmland,Water,0,0
2012,2014,Alameda,Total_Farmland,Total,647,130.915921
2012,2014,Alameda,Grazing,P_Farmland,83,16.794469
2012,2014,Alameda,Grazing,SI_Farmland,66,13.354638
2012,2014,Alameda,Grazing,U_Farmland,45,9.105435
2012,2014,Alameda,Grazing,LI_Farmland,0,0
2012,2014,Alameda,Grazing,Total_Farmland,194,39.254542
2012,2014,Alameda,Grazing,Grazing,NA,NA
2012,2014,Alameda,Grazing,Total_Agriculture,194,39.254542
2012,2014,Alameda,Grazing,Urban,874,176.847782
2012,2014,Alameda,Grazing,Other,1817,367.65723099999997
2012,2014,Alameda,Grazing,Water,108,21.853044
2012,2014,Alameda,Grazing,Total,2993,605.6125989999999
2012,2014,Alameda,Total_Agriculture,P_Farmland,85,17.199155
2012,2014,Alameda,Total_Agriculture,SI_Farmland,67,13.556981
2012,2014,Alameda,Total_Agriculture,U_Farmland,46,9.307777999999999
2012,2014,Alameda,Total_Agriculture,LI_Farmland,0,0
2012,2014,Alameda,Total_Agriculture,Total_Farmland,198,40.063914
2012,2014,Alameda,Total_Agriculture,Grazing,502,101.57618599999999
2012,2014,Alameda,Total_Agriculture,Total_Agriculture,700,141.6401
2012,2014,Alameda,Total_Agriculture,Urban,888,179.68058399999998
2012,2014,Alameda,Total_Agriculture,Other,1944,393.354792
2012,2014,Alameda,Total_Agriculture,Water,108,21.853044
2012,2014,Alameda,Total_Agriculture,Total,3640,736.52852
2012,2014,Alameda,Urban,P_Farmland,3,0.607029
2012,2014,Alameda,Urban,SI_Farmland,2,0.404686
2012,2014,Alameda,Urban,U_Farmland,7,1.416401
2012,2014,Alameda,Urban,LI_Farmland,0,0
2012,2014,Alameda,Urban,Total_Farmland,12,2.428116
2012,2014,Alameda,Urban,Grazing,61,12.342922999999999
2012,2014,Alameda,Urban,Total_Agriculture,73,14.771039
2012,2014,Alameda,Urban,Urban,NA,NA
2012,2014,Alameda,Urban,Other,555,112.300365
2012,2014,Alameda,Urban,Water,5,1.011715
2012,2014,Alameda,Urban,Total,633,128.083119
2012,2014,Alameda,Other,P_Farmland,12,2.428116
2012,2014,Alameda,Other,SI_Farmland,18,3.642174
2012,2014,Alameda,Other,U_Farmland,11,2.225773
2012,2014,Alameda,Other,LI_Farmland,0,0
2012,2014,Alameda,Other,Total_Farmland,41,8.296063
2012,2014,Alameda,Other,Grazing,79,15.985097
2012,2014,Alameda,Other,Total_Agriculture,120,24.28116
2012,2014,Alameda,Other,Urban,656,132.737008
2012,2014,Alameda,Other,Other,NA,NA
2012,2014,Alameda,Other,Water,8,1.618744
2012,2014,Alameda,Other,Total,784,158.636912
2012,2014,Alameda,Water,P_Farmland,0,0
2012,2014,Alameda,Water,SI_Farmland,0,0
2012,2014,Alameda,Water,U_Farmland,0,0
2012,2014,Alameda,Water,LI_Farmland,0,0
2012,2014,Alameda,Water,Total_Farmland,0,0
2012,2014,Alameda,Water,Grazing,2,0.404686
2012,2014,Alameda,Water,Total_Agriculture,2,0.404686
2012,2014,Alameda,Water,Urban,1,0.202343
2012,2014,Alameda,Water,Other,19,3.8445169999999997
2012,2014,Alameda,Water,Water,NA,NA
2012,2014,Alameda,Water,Total,22,4.451546
2012,2014,Alameda,Total,P_Farmland,100,20.2343
2012,2014,Alameda,Total,SI_Farmland,87,17.603841
2012,2014,Alameda,Total,U_Farmland,64,12.949952
2012,2014,Alameda,Total,LI_Farmland,0,0
2012,2014,Alameda,Total,Total_Farmland,251,50.788092999999996
2012,2014,Alameda,Total,Grazing,644,130.308892
2012,2014,Alameda,Total,Total_Agriculture,895,181.096985
2012,2014,Alameda,Total,Urban,1545,312.619935
2012,2014,Alameda,Total,Other,2518,509.49967399999997
2012,2014,Alameda,Total,Water,121,24.483503
2012,2014,Alameda,Total,Total,5079,1027.700097
1998,2000,Alameda,P_Farmland,P_Farmland,NA,NA
1998,2000,Alameda,P_Farmland,SI_Farmland,0,0
1998,2000,Alameda,P_Farmland,U_Farmland,1,0.202343
1998,2000,Alameda,P_Farmland,LI_Farmland,0,0
1998,2000,Alameda,P_Farmland,Total_Farmland,1,0.202343
1998,2000,Alameda,P_Farmland,Grazing,354,71.629422
1998,2000,Alameda,P_Farmland,Total_Agriculture,355,71.831765
1998,2000,Alameda,P_Farmland,Urban,180,36.42174
1998,2000,Alameda,P_Farmland,Other,27,5.463261
1998,2000,Alameda,P_Farmland,Water,0,0
1998,2000,Alameda,P_Farmland,Total,562,113.71676599999999
1998,2000,Alameda,SI_Farmland,P_Farmland,0,0
1998,2000,Alameda,SI_Farmland,SI_Farmland,NA,NA
1998,2000,Alameda,SI_Farmland,U_Farmland,0,0
1998,2000,Alameda,SI_Farmland,LI_Farmland,0,0
1998,2000,Alameda,SI_Farmland,Total_Farmland,0,0
1998,2000,Alameda,SI_Farmland,Grazing,84,16.996812
1998,2000,Alameda,SI_Farmland,Total_Agriculture,84,16.996812
1998,2000,Alameda,SI_Farmland,Urban,9,1.821087
1998,2000,Alameda,SI_Farmland,Other,0,0
1998,2000,Alameda,SI_Farmland,Water,0,0
1998,2000,Alameda,SI_Farmland,Total,93,18.817899
1998,2000,Alameda,U_Farmland,P_Farmland,5,1.011715
1998,2000,Alameda,U_Farmland,SI_Farmland,16,3.237488
1998,2000,Alameda,U_Farmland,U_Farmland,NA,NA
1998,2000,Alameda,U_Farmland,LI_Farmland,0,0
1998,2000,Alameda,U_Farmland,Total_Farmland,21,4.249203
1998,2000,Alameda,U_Farmland,Grazing,356,72.034108
1998,2000,Alameda,U_Farmland,Total_Agriculture,377,76.283311
1998,2000,Alameda,U_Farmland,Urban,105,21.246015
1998,2000,Alameda,U_Farmland,Other,16,3.237488
1998,2000,Alameda,U_Farmland,Water,0,0
1998,2000,Alameda,U_Farmland,Total,498,100.766814
1998,2000,Alameda,LI_Farmland,P_Farmland,0,0
1998,2000,Alameda,LI_Farmland,SI_Farmland,0,0
1998,2000,Alameda,LI_Farmland,U_Farmland,0,0
1998,2000,Alameda,LI_Farmland,LI_Farmland,NA,NA
1998,2000,Alameda,LI_Farmland,Total_Farmland,0,0
1998,2000,Alameda,LI_Farmland,Grazing,0,0
1998,2000,Alameda,LI_Farmland,Total_Agriculture,0,0
1998,2000,Alameda,LI_Farmland,Urban,0,0
1998,2000,Alameda,LI_Farmland,Other,0,0
1998,2000,Alameda,LI_Farmland,Water,0,0
1998,2000,Alameda,LI_Farmland,Total,0,0
1998,2000,Alameda,Total_Farmland,P_Farmland,5,1.011715
1998,2000,Alameda,Total_Farmland,SI_Farmland,16,3.237488
1998,2000,Alameda,Total_Farmland,U_Farmland,1,0.202343
1998,2000,Alameda,Total_Farmland,LI_Farmland,0,0
1998,2000,Alameda,Total_Farmland,Total_Farmland,22,4.451546
1998,2000,Alameda,Total_Farmland,Grazing,794,160.66034199999999
1998,2000,Alameda,Total_Farmland,Total_Agriculture,816,165.111888
1998,2000,Alameda,Total_Farmland,Urban,294,59.488842
1998,2000,Alameda,Total_Farmland,Other,43,8.700749
1998,2000,Alameda,Total_Farmland,Water,0,0
1998,2000,Alameda,Total_Farmland,Total,1153,233.301479
1998,2000,Alameda,Grazing,P_Farmland,209,42.289687
1998,2000,Alameda,Grazing,SI_Farmland,188,38.040484
1998,2000,Alameda,Grazing,U_Farmland,478,96.719954
1998,2000,Alameda,Grazing,LI_Farmland,0,0
1998,2000,Alameda,Grazing,Total_Farmland,875,177.050125
1998,2000,Alameda,Grazing,Grazing,NA,NA
1998,2000,Alameda,Grazing,Total_Agriculture,875,177.050125
1998,2000,Alameda,Grazing,Urban,820,165.92126
1998,2000,Alameda,Grazing,Other,273,55.239639
1998,2000,Alameda,Grazing,Water,0,0
1998,2000,Alameda,Grazing,Total,1968,398.211024
1998,2000,Alameda,Total_Agriculture,P_Farmland,214,43.301401999999996
1998,2000,Alameda,Total_Agriculture,SI_Farmland,204,41.277972
1998,2000,Alameda,Total_Agriculture,U_Farmland,479,96.922297
1998,2000,Alameda,Total_Agriculture,LI_Farmland,0,0
1998,2000,Alameda,Total_Agriculture,Total_Farmland,897,181.501671
1998,2000,Alameda,Total_Agriculture,Grazing,794,160.66034199999999
1998,2000,Alameda,Total_Agriculture,Total_Agriculture,1691,342.162013
1998,2000,Alameda,Total_Agriculture,Urban,1114,225.410102
1998,2000,Alameda,Total_Agriculture,Other,316,63.940388
1998,2000,Alameda,Total_Agriculture,Water,0,0
1998,2000,Alameda,Total_Agriculture,Total,3121,631.512503
1998,2000,Alameda,Urban,P_Farmland,10,2.02343
1998,2000,Alameda,Urban,SI_Farmland,0,0
1998,2000,Alameda,Urban,U_Farmland,0,0
1998,2000,Alameda,Urban,LI_Farmland,0,0
1998,2000,Alameda,Urban,Total_Farmland,10,2.02343
1998,2000,Alameda,Urban,Grazing,46,9.307777999999999
1998,2000,Alameda,Urban,Total_Agriculture,56,11.331208
1998,2000,Alameda,Urban,Urban,NA,NA
1998,2000,Alameda,Urban,Other,220,44.51546
1998,2000,Alameda,Urban,Water,0,0
1998,2000,Alameda,Urban,Total,276,55.846668
1998,2000,Alameda,Other,P_Farmland,0,0
1998,2000,Alameda,Other,SI_Farmland,14,2.832802
1998,2000,Alameda,Other,U_Farmland,61,12.342922999999999
1998,2000,Alameda,Other,LI_Farmland,0,0
1998,2000,Alameda,Other,Total_Farmland,75,15.175725
1998,2000,Alameda,Other,Grazing,0,0
1998,2000,Alameda,Other,Total_Agriculture,75,15.175725
1998,2000,Alameda,Other,Urban,696,140.830728
1998,2000,Alameda,Other,Other,NA,NA
1998,2000,Alameda,Other,Water,0,0
1998,2000,Alameda,Other,Total,771,156.006453
1998,2000,Alameda,Water,P_Farmland,0,0
1998,2000,Alameda,Water,SI_Farmland,0,0
1998,2000,Alameda,Water,U_Farmland,0,0
1998,2000,Alameda,Water,LI_Farmland,0,0
1998,2000,Alameda,Water,Total_Farmland,0,0
1998,2000,Alameda,Water,Grazing,0,0
1998,2000,Alameda,Water,Total_Agriculture,0,0
1998,2000,Alameda,Water,Urban,0,0
1998,2000,Alameda,Water,Other,0,0
1998,2000,Alameda,Water,Water,NA,NA
1998,2000,Alameda,Water,Total,0,0
1998,2000,Alameda,Total,P_Farmland,224,45.324832
1998,2000,Alameda,Total,SI_Farmland,218,44.110774
1998,2000,Alameda,Total,U_Farmland,540,109.26522
1998,2000,Alameda,Total,LI_Farmland,0,0
1998,2000,Alameda,Total,Total_Farmland,982,198.700826
1998,2000,Alameda,Total,Grazing,840,169.96812
1998,2000,Alameda,Total,Total_Agriculture,1822,368.668946
1998,2000,Alameda,Total,Urban,1810,366.24083
1998,2000,Alameda,Total,Other,536,108.455848
1998,2000,Alameda,Total,Water,0,0
1998,2000,Alameda,Total,Total,4168,843.365624
2000,2002,Alameda,P_Farmland,P_Farmland,NA,NA
2000,2002,Alameda,P_Farmland,SI_Farmland,0,0
2000,2002,Alameda,P_Farmland,U_Farmland,41,8.296063
2000,2002,Alameda,P_Farmland,LI_Farmland,0,0
2000,2002,Alameda,P_Farmland,Total_Farmland,41,8.296063
2000,2002,Alameda,P_Farmland,Grazing,237,47.955290999999995
2000,2002,Alameda,P_Farmland,Total_Agriculture,278,56.251354
2000,2002,Alameda,P_Farmland,Urban,374,75.676282
2000,2002,Alameda,P_Farmland,Other,197,39.861571
2000,2002,Alameda,P_Farmland,Water,0,0
2000,2002,Alameda,P_Farmland,Total,849,171.789207
2000,2002,Alameda,SI_Farmland,P_Farmland,1,0.202343
2000,2002,Alameda,SI_Farmland,SI_Farmland,NA,NA
2000,2002,Alameda,SI_Farmland,U_Farmland,0,0
2000,2002,Alameda,SI_Farmland,LI_Farmland,0,0
2000,2002,Alameda,SI_Farmland,Total_Farmland,1,0.202343
2000,2002,Alameda,SI_Farmland,Grazing,141,28.530362999999998
2000,2002,Alameda,SI_Farmland,Total_Agriculture,142,28.732706
2000,2002,Alameda,SI_Farmland,Urban,37,7.4866909999999995
2000,2002,Alameda,SI_Farmland,Other,30,6.07029
2000,2002,Alameda,SI_Farmland,Water,0,0
2000,2002,Alameda,SI_Farmland,Total,209,42.289687
2000,2002,Alameda,U_Farmland,P_Farmland,1,0.202343
2000,2002,Alameda,U_Farmland,SI_Farmland,0,0
2000,2002,Alameda,U_Farmland,U_Farmland,NA,NA
2000,2002,Alameda,U_Farmland,LI_Farmland,0,0
2000,2002,Alameda,U_Farmland,Total_Farmland,1,0.202343
2000,2002,Alameda,U_Farmland,Grazing,151,30.553793
2000,2002,Alameda,U_Farmland,Total_Agriculture,152,30.756135999999998
2000,2002,Alameda,U_Farmland,Urban,108,21.853044
2000,2002,Alameda,U_Farmland,Other,27,5.463261
2000,2002,Alameda,U_Farmland,Water,0,0
2000,2002,Alameda,U_Farmland,Total,287,58.072441
2000,2002,Alameda,LI_Farmland,P_Farmland,0,0
2000,2002,Alameda,LI_Farmland,SI_Farmland,0,0
2000,2002,Alameda,LI_Farmland,U_Farmland,0,0
2000,2002,Alameda,LI_Farmland,LI_Farmland,NA,NA
2000,2002,Alameda,LI_Farmland,Total_Farmland,0,0
2000,2002,Alameda,LI_Farmland,Grazing,0,0
2000,2002,Alameda,LI_Farmland,Total_Agriculture,0,0
2000,2002,Alameda,LI_Farmland,Urban,0,0
2000,2002,Alameda,LI_Farmland,Other,0,0
2000,2002,Alameda,LI_Farmland,Water,0,0
2000,2002,Alameda,LI_Farmland,Total,0,0
2000,2002,Alameda,Total_Farmland,P_Farmland,2,0.404686
2000,2002,Alameda,Total_Farmland,SI_Farmland,0,0
2000,2002,Alameda,Total_Farmland,U_Farmland,41,8.296063
2000,2002,Alameda,Total_Farmland,LI_Farmland,0,0
2000,2002,Alameda,Total_Farmland,Total_Farmland,43,8.700749
2000,2002,Alameda,Total_Farmland,Grazing,529,107.039447
2000,2002,Alameda,Total_Farmland,Total_Agriculture,572,115.740196
2000,2002,Alameda,Total_Farmland,Urban,519,105.01601699999999
2000,2002,Alameda,Total_Farmland,Other,254,51.395122
2000,2002,Alameda,Total_Farmland,Water,0,0
2000,2002,Alameda,Total_Farmland,Total,1345,272.151335
2000,2002,Alameda,Grazing,P_Farmland,76,15.378067999999999
2000,2002,Alameda,Grazing,SI_Farmland,77,15.580411
2000,2002,Alameda,Grazing,U_Farmland,388,78.509084
2000,2002,Alameda,Grazing,LI_Farmland,0,0
2000,2002,Alameda,Grazing,Total_Farmland,541,109.467563
2000,2002,Alameda,Grazing,Grazing,NA,NA
2000,2002,Alameda,Grazing,Total_Agriculture,541,109.467563
2000,2002,Alameda,Grazing,Urban,2295,464.377185
2000,2002,Alameda,Grazing,Other,595,120.394085
2000,2002,Alameda,Grazing,Water,0,0
2000,2002,Alameda,Grazing,Total,3431,694.238833
2000,2002,Alameda,Total_Agriculture,P_Farmland,78,15.782753999999999
2000,2002,Alameda,Total_Agriculture,SI_Farmland,77,15.580411
2000,2002,Alameda,Total_Agriculture,U_Farmland,429,86.80514699999999
2000,2002,Alameda,Total_Agriculture,LI_Farmland,0,0
2000,2002,Alameda,Total_Agriculture,Total_Farmland,584,118.168312
2000,2002,Alameda,Total_Agriculture,Grazing,529,107.039447
2000,2002,Alameda,Total_Agriculture,Total_Agriculture,1113,225.20775899999998
2000,2002,Alameda,Total_Agriculture,Urban,2814,569.393202
2000,2002,Alameda,Total_Agriculture,Other,849,171.789207
2000,2002,Alameda,Total_Agriculture,Water,0,0
2000,2002,Alameda,Total_Agriculture,Total,4776,966.390168
2000,2002,Alameda,Urban,P_Farmland,118,23.876473999999998
2000,2002,Alameda,Urban,SI_Farmland,24,4.856232
2000,2002,Alameda,Urban,U_Farmland,41,8.296063
2000,2002,Alameda,Urban,LI_Farmland,0,0
2000,2002,Alameda,Urban,Total_Farmland,183,37.028769
2000,2002,Alameda,Urban,Grazing,1044,211.246092
2000,2002,Alameda,Urban,Total_Agriculture,1227,248.274861
2000,2002,Alameda,Urban,Urban,NA,NA
2000,2002,Alameda,Urban,Other,855,173.003265
2000,2002,Alameda,Urban,Water,0,0
2000,2002,Alameda,Urban,Total,2082,421.278126
2000,2002,Alameda,Other,P_Farmland,55,11.128865
2000,2002,Alameda,Other,SI_Farmland,61,12.342922999999999
2000,2002,Alameda,Other,U_Farmland,29,5.867947
2000,2002,Alameda,Other,LI_Farmland,0,0
2000,2002,Alameda,Other,Total_Farmland,145,29.339735
2000,2002,Alameda,Other,Grazing,368,74.46222399999999
2000,2002,Alameda,Other,Total_Agriculture,513,103.801959
2000,2002,Alameda,Other,Urban,1317,266.485731
2000,2002,Alameda,Other,Other,NA,NA
2000,2002,Alameda,Other,Water,0,0
2000,2002,Alameda,Other,Total,1830,370.28769
2000,2002,Alameda,Water,P_Farmland,0,0
2000,2002,Alameda,Water,SI_Farmland,0,0
2000,2002,Alameda,Water,U_Farmland,0,0
2000,2002,Alameda,Water,LI_Farmland,0,0
2000,2002,Alameda,Water,Total_Farmland,0,0
2000,2002,Alameda,Water,Grazing,0,0
2000,2002,Alameda,Water,Total_Agriculture,0,0
2000,2002,Alameda,Water,Urban,0,0
2000,2002,Alameda,Water,Other,0,0
2000,2002,Alameda,Water,Water,NA,NA
2000,2002,Alameda,Water,Total,0,0
2000,2002,Alameda,Total,P_Farmland,251,50.788092999999996
2000,2002,Alameda,Total,SI_Farmland,162,32.779566
2000,2002,Alameda,Total,U_Farmland,499,100.969157
2000,2002,Alameda,Total,LI_Farmland,0,0
2000,2002,Alameda,Total,Total_Farmland,912,184.536816
2000,2002,Alameda,Total,Grazing,1941,392.74776299999996
2000,2002,Alameda,Total,Total_Agriculture,2853,577.284579
2000,2002,Alameda,Total,Urban,4131,835.878933
2000,2002,Alameda,Total,Other,1704,344.792472
2000,2002,Alameda,Total,Water,0,0
2000,2002,Alameda,Total,Total,8688,1757.955984
2002,2004,Alameda,P_Farmland,P_Farmland,NA,NA
2002,2004,Alameda,P_Farmland,SI_Farmland,0,0
2002,2004,Alameda,P_Farmland,U_Farmland,49,9.914807
2002,2004,Alameda,P_Farmland,LI_Farmland,0,0
2002,2004,Alameda,P_Farmland,Total_Farmland,49,9.914807
2002,2004,Alameda,P_Farmland,Grazing,514,104.004302
2002,2004,Alameda,P_Farmland,Total_Agriculture,563,113.91910899999999
2002,2004,Alameda,P_Farmland,Urban,260,52.60918
2002,2004,Alameda,P_Farmland,Other,191,38.647512999999996
2002,2004,Alameda,P_Farmland,Water,1,0.202343
2002,2004,Alameda,P_Farmland,Total,1015,205.378145
2002,2004,Alameda,SI_Farmland,P_Farmland,0,0
2002,2004,Alameda,SI_Farmland,SI_Farmland,NA,NA
2002,2004,Alameda,SI_Farmland,U_Farmland,42,8.498406
2002,2004,Alameda,SI_Farmland,LI_Farmland,0,0
2002,2004,Alameda,SI_Farmland,Total_Farmland,42,8.498406
2002,2004,Alameda,SI_Farmland,Grazing,7,1.416401
2002,2004,Alameda,SI_Farmland,Total_Agriculture,49,9.914807
2002,2004,Alameda,SI_Farmland,Urban,24,4.856232
2002,2004,Alameda,SI_Farmland,Other,0,0
2002,2004,Alameda,SI_Farmland,Water,0,0
2002,2004,Alameda,SI_Farmland,Total,73,14.771039
2002,2004,Alameda,U_Farmland,P_Farmland,1,0.202343
2002,2004,Alameda,U_Farmland,SI_Farmland,0,0
2002,2004,Alameda,U_Farmland,U_Farmland,NA,NA
2002,2004,Alameda,U_Farmland,LI_Farmland,0,0
2002,2004,Alameda,U_Farmland,Total_Farmland,1,0.202343
2002,2004,Alameda,U_Farmland,Grazing,105,21.246015
2002,2004,Alameda,U_Farmland,Total_Agriculture,106,21.448358
2002,2004,Alameda,U_Farmland,Urban,0,0
2002,2004,Alameda,U_Farmland,Other,80,16.18744
2002,2004,Alameda,U_Farmland,Water,0,0
2002,2004,Alameda,U_Farmland,Total,186,37.635798
2002,2004,Alameda,LI_Farmland,P_Farmland,0,0
2002,2004,Alameda,LI_Farmland,SI_Farmland,0,0
2002,2004,Alameda,LI_Farmland,U_Farmland,0,0
2002,2004,Alameda,LI_Farmland,LI_Farmland,NA,NA
2002,2004,Alameda,LI_Farmland,Total_Farmland,0,0
2002,2004,Alameda,LI_Farmland,Grazing,0,0
2002,2004,Alameda,LI_Farmland,Total_Agriculture,0,0
2002,2004,Alameda,LI_Farmland,Urban,0,0
2002,2004,Alameda,LI_Farmland,Other,0,0
2002,2004,Alameda,LI_Farmland,Water,0,0
2002,2004,Alameda,LI_Farmland,Total,0,0
2002,2004,Alameda,Total_Farmland,P_Farmland,1,0.202343
2002,2004,Alameda,Total_Farmland,SI_Farmland,0,0
2002,2004,Alameda,Total_Farmland,U_Farmland,91,18.413213
2002,2004,Alameda,Total_Farmland,LI_Farmland,0,0
2002,2004,Alameda,Total_Farmland,Total_Farmland,92,18.615555999999998
2002,2004,Alameda,Total_Farmland,Grazing,626,126.666718
2002,2004,Alameda,Total_Farmland,Total_Agriculture,718,145.282274
2002,2004,Alameda,Total_Farmland,Urban,284,57.465412
2002,2004,Alameda,Total_Farmland,Other,271,54.834953
2002,2004,Alameda,Total_Farmland,Water,1,0.202343
2002,2004,Alameda,Total_Farmland,Total,1274,257.784982
2002,2004,Alameda,Grazing,P_Farmland,52,10.521836
2002,2004,Alameda,Grazing,SI_Farmland,68,13.759324
2002,2004,Alameda,Grazing,U_Farmland,330,66.77319
2002,2004,Alameda,Grazing,LI_Farmland,0,0
2002,2004,Alameda,Grazing,Total_Farmland,450,91.05435
2002,2004,Alameda,Grazing,Grazing,NA,NA
2002,2004,Alameda,Grazing,Total_Agriculture,450,91.05435
2002,2004,Alameda,Grazing,Urban,487,98.54104099999999
2002,2004,Alameda,Grazing,Other,609,123.22688699999999
2002,2004,Alameda,Grazing,Water,0,0
2002,2004,Alameda,Grazing,Total,1546,312.822278
2002,2004,Alameda,Total_Agriculture,P_Farmland,53,10.724179
2002,2004,Alameda,Total_Agriculture,SI_Farmland,68,13.759324
2002,2004,Alameda,Total_Agriculture,U_Farmland,421,85.186403
2002,2004,Alameda,Total_Agriculture,LI_Farmland,0,0
2002,2004,Alameda,Total_Agriculture,Total_Farmland,542,109.669906
2002,2004,Alameda,Total_Agriculture,Grazing,626,126.666718
2002,2004,Alameda,Total_Agriculture,Total_Agriculture,1168,236.336624
2002,2004,Alameda,Total_Agriculture,Urban,771,156.006453
2002,2004,Alameda,Total_Agriculture,Other,880,178.06184
2002,2004,Alameda,Total_Agriculture,Water,1,0.202343
2002,2004,Alameda,Total_Agriculture,Total,2820,570.60726
2002,2004,Alameda,Urban,P_Farmland,11,2.225773
2002,2004,Alameda,Urban,SI_Farmland,15,3.035145
2002,2004,Alameda,Urban,U_Farmland,29,5.867947
2002,2004,Alameda,Urban,LI_Farmland,0,0
2002,2004,Alameda,Urban,Total_Farmland,55,11.128865
2002,2004,Alameda,Urban,Grazing,153,30.958479
2002,2004,Alameda,Urban,Total_Agriculture,208,42.087344
2002,2004,Alameda,Urban,Urban,NA,NA
2002,2004,Alameda,Urban,Other,478,96.719954
2002,2004,Alameda,Urban,Water,0,0
2002,2004,Alameda,Urban,Total,686,138.807298
2002,2004,Alameda,Other,P_Farmland,6,1.214058
2002,2004,Alameda,Other,SI_Farmland,7,1.416401
2002,2004,Alameda,Other,U_Farmland,15,3.035145
2002,2004,Alameda,Other,LI_Farmland,0,0
2002,2004,Alameda,Other,Total_Farmland,28,5.665604
2002,2004,Alameda,Other,Grazing,12,2.428116
2002,2004,Alameda,Other,Total_Agriculture,40,8.09372
2002,2004,Alameda,Other,Urban,649,131.320607
2002,2004,Alameda,Other,Other,NA,NA
2002,2004,Alameda,Other,Water,1222,247.263146
2002,2004,Alameda,Other,Total,1911,386.67747299999996
2002,2004,Alameda,Water,P_Farmland,0,0
2002,2004,Alameda,Water,SI_Farmland,0,0
2002,2004,Alameda,Water,U_Farmland,0,0
2002,2004,Alameda,Water,LI_Farmland,0,0
2002,2004,Alameda,Water,Total_Farmland,0,0
2002,2004,Alameda,Water,Grazing,0,0
2002,2004,Alameda,Water,Total_Agriculture,0,0
2002,2004,Alameda,Water,Urban,0,0
2002,2004,Alameda,Water,Other,0,0
2002,2004,Alameda,Water,Water,NA,NA
2002,2004,Alameda,Water,Total,0,0
2002,2004,Alameda,Total,P_Farmland,70,14.16401
2002,2004,Alameda,Total,SI_Farmland,90,18.21087
2002,2004,Alameda,Total,U_Farmland,465,94.089495
2002,2004,Alameda,Total,LI_Farmland,0,0
2002,2004,Alameda,Total,Total_Farmland,625,126.464375
2002,2004,Alameda,Total,Grazing,791,160.053313
