Timestep,StratumID,DistributionTypeID,ExternalVariableTypeID,ExternalVariableMin,ExternalVariableMax,Amount
2001,Coast Range,Urbanization: Open,Urbanization,2001,2006,0
2001,Puget Lowland,Urbanization: Open,Urbanization,2001,2006,520
2001,Willamette Valley,Urbanization: Open,Urbanization,2001,2006,480
2001,Cascades,Urbanization: Open,Urbanization,2001,2006,0
2001,Sierra Nevada,Urbanization: Open,Urbanization,2001,2006,20
2001,Central California Foothills and Coastal Mountains,Urbanization: Open,Urbanization,2001,2006,560
2001,Central California Valley,Urbanization: Open,Urbanization,2001,2006,1160
2001,Southern California Mountains,Urbanization: Open,Urbanization,2001,2006,120
2001,Eastern Cascades Slopes and Foothills,Urbanization: Open,Urbanization,2001,2006,100
2001,Columbia Plateau,Urbanization: Open,Urbanization,2001,2006,280
2001,Blue Mountains,Urbanization: Open,Urbanization,2001,2006,160
2001,Snake River Plain,Urbanization: Open,Urbanization,2001,2006,320
2001,Central Basin and Range,Urbanization: Open,Urbanization,2001,2006,1380
2001,Mojave Basin and Range,Urbanization: Open,Urbanization,2001,2006,1160
2001,Northern Rockies,Urbanization: Open,Urbanization,2001,2006,240
2001,Idaho Batholith,Urbanization: Open,Urbanization,2001,2006,0
2001,Middle Rockies,Urbanization: Open,Urbanization,2001,2006,280
2001,Wyoming Basin,Urbanization: Open,Urbanization,2001,2006,500
2001,Wasatch and Uinta Mountains,Urbanization: Open,Urbanization,2001,2006,160
2001,Colorado Plateaus,Urbanization: Open,Urbanization,2001,2006,440.00000000000006
2001,Southern Rockies,Urbanization: Open,Urbanization,2001,2006,200
2001,Arizona/New Mexico Plateau,Urbanization: Open,Urbanization,2001,2006,600
2001,Arizona/New Mexico Mountains,Urbanization: Open,Urbanization,2001,2006,160
2001,Chihuahuan Deserts,Urbanization: Open,Urbanization,2001,2006,1760.0000000000002
2001,High Plains,Urbanization: Open,Urbanization,2001,2006,4720
2001,Southwestern Tablelands,Urbanization: Open,Urbanization,2001,2006,1540
2001,Central Great Plains,Urbanization: Open,Urbanization,2001,2006,1300
2001,Flint Hills,Urbanization: Open,Urbanization,2001,2006,60
2001,Cross Timbers,Urbanization: Open,Urbanization,2001,2006,1480
2001,Edwards Plateau,Urbanization: Open,Urbanization,2001,2006,1260
2001,Southern Texas Plains,Urbanization: Open,Urbanization,2001,2006,500
2001,Texas Blackland Prairies,Urbanization: Open,Urbanization,2001,2006,1480
2001,East Central Texas Plains,Urbanization: Open,Urbanization,2001,2006,420
2001,Western Gulf Coastal Plain,Urbanization: Open,Urbanization,2001,2006,3160
2001,South Central Plains,Urbanization: Open,Urbanization,2001,2006,2080
2001,Ouachita Mountains,Urbanization: Open,Urbanization,2001,2006,300
